conservative,"RT @abstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) http://t.c…",0.0258
snp conservative,@B0MBSKARE the anti-Scottish feeling is largely a product of Tory press scaremongering. In practice most people won't give a toss!,0.2003
labour conservative,"Miliband stumbles, Cameron dodges http://t.co/wnv2zOhQvq",0.0
labour,Miliband - I'd pass on PM job rather than do deal with Scots nationalists: LONDON (Reuters) - British Labour Party… http://t.co/2cFGVfWkqF,0.0
libdem conservative,RT @GloriaDePiero: Nick Clegg is just as responsible for this Govt's failing  plan as David Cameron - he's backed the Tories all the  way,-0.2263
snp,RT @mykilmarnock: Will the person who dropped a Vote SNP badge please call at Kilmarnock police station to collect it. http://t.co/o3sG5B4L…,0.3182
labour,RT @Markfergusonuk: The Sun’s Twitter worm appears to believe Ed Miliband is winning so far #bbcqt http://t.co/ZgZbSwnZxZ,0.5267
snp labour,"@ScottishPleb @AHairyBiker 

SNP toxic in England. Why would Labour want to do a deal with them?",0.0772
snp labour conservative,"RT @KatieKhaleesi: I'm #SNPbecause in my entire adult life I've only seen Labour &amp; Tories cause misery, war, and further victimisation of t…",-0.8225
snp,Jeremy Vine doesn't think the SNP Scottish takeover merits a mention,0.4019
ukip,"RT @daniloxxv: ""UKIP is the bastard child of the big three parties. With apologies to all bastards."" - @PeterTatchell at the University of …",-0.2023
labour,"“@suttonnick: Friday's Times front page:
Miliband savaged for ‘lies’ over spending
#tomorrowspaperstoday #bbcpapers http://t.co/ts9ZnULDwr”",-0.4588
snp conservative,RT @dhothersall: Scenes of celebration in Glasgow as #SNP applaud a #Conservative victory. Just a bit of fun. Or is it? :-) https://t.co/hh…,0.8225
snp,"@KTHopkins SNP thickos look forward to having the balance of power, bringing fair, decent policies that fascists bigots like u detest!",0.5093
conservative,RT @LabourEoin: Another humongous lie from David Cameron. He has not clamped down on Tax Avoidance. Uncollected Tax has risen #BBCqt http:/…,-0.4019
ukip conservative,"my tory dad:
""if UKIP had a chance here I'd definitely vote for them.""

*5 mins later*
""you are so blinkered!!! so closed minded!!""

u sure?",0.8142
ukip labour,"Tonight's polling average: Con 33.7%, Lab 33%, UKIP 13%, Lib Dem 8% and Green 5.7%.",0.0
snp,RT @jsteve372: .@mik61scot it's Nicola Sturgeon's new education policy... Improve literacy by getting deprive kids reading words on helicop…,-0.0516
snp labour,"RT @guardian: Guardian front page, Friday 1 May 2015: Miliband hardens his line: I will not do deal with SNP http://t.co/gHMZXK3Tbc",0.0
snp labour,RT @StephenHep21: @ScotlandTonight Ed is free to say he wont do a deal. It is #SNP who will never be forgiven if they vote down a Labour go…,0.2769
snp labour,RT @Ed_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. #bbcqt,-0.0534
conservative,RT @HuffPostUK: The Tory spin message about David Cameron's performance is a bit obvious #bbcqt http://t.co/yihDlG5NVo http://t.co/KsqFCqwS…,0.0
snp ukip labour conservative,@Nigel_Farage Does Ed's rejection of Lab/SNP deal undermine Cameron's plea to Ukippers to 'come home' on the basis of that proposal?,-0.6908
snp labour,RT @Ed_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. #bbcqt,-0.0534
snp,"RT @chaos_lane: imagine fighting for us to stay in the union, promising that Scotland's voice will be heard, and then refusing to do a deal…",-0.3612
snp labour,RT @ronwindward: @JimForScotland Crazy statements like that just confirms to me I made the right decision in leaving Labour for the SNP.Tim…,0.0258
conservative,"RT @Riath84: Great, you reduced the deficit, by killing and shitting on the poor. Good job. Not really something to be bragging about Torie…",-0.7184
libdem,Clegg: Education spending is a coalition 'red line' - ITV News http://t.co/uLHiJeeJi6,0.0
ukip,Fucking biased #BBC allowing @Nigel_Farage to have a #leadersdebate program all of his own... #NigelFarage #UKIP #GE2015,-0.3384
snp,"'I'm not going to cave in to the SNP over Trident and the deficit'. 

A left-wing party in favour of nuclear weapons and maintaing austerity",0.4019
labour,"RT @nickgoff79: If Miliband had replied then, ""ah, you work in recruitment? No wonder you're such a dick."" I'd have voted for him. But he d…",-0.296
conservative,"RT @EllieCumbo: Oh, Tories. Wiz zis message discipline you are really spoiling uz. http://t.co/wg5WhNyp6O",0.0
snp labour,RT @LeeMartin4947: Miliband on Question Time: I won't have Labour government if it means SNP deal http://t.co/8DPMTRsqG1 #GE2015,0.0
snp,VIDEO: Sturgeon on post-election deals http://t.co/sLvUpn2uD8,0.0
labour,Watch: Ed Miliband trips off the stage following Question Time leaders special http://t.co/PjP3yb5u6t,0.4019
snp libdem labour conservative,"RT @joncraig: Scottish audience all address Sturgeon as ""Nicola"". Earlier on QT it was ""Mr Cameron"", ""Mr Miliband"" &amp; ""Mr Clegg"". http://t.c…",0.5473
snp labour conservative,"@ScotlandTonight If Miliband will step aside to let Tories in, we need 59 SNP MPs more than ever to stand up for Scotland @theSNP #VoteSNP",0.0
snp labour,RT @ChristinaSNP: I just heard Milliband's pronouncements........ Oh dear.... Cutting off his nose to spite the Scots.... #VoteSNP,-0.5994
ukip,#Newsnight or Farage talking cr*p for nearly half an hour. A tough call; though Farage might well melt down yet again w/audience questions..,0.1531
libdem,Kind of like/support nick clegg hahahaha,0.0
labour conservative,RT @chunkymark: How would labour supporters/country feel if @Ed_Miliband let Tories have another 5 years by refusing to have coalition with…,-0.4019
snp labour,"RT @guardian: Guardian front page, Friday 1 May 2015: Miliband hardens his line: I will not do deal with SNP http://t.co/gHMZXK3Tbc",0.0
snp labour,"Couldn't watch the leaders Q&amp;As tonight as I was at a scholarship dinner, but at said dinner I argued Labour doesn't need nor want the SNP",-0.4595
snp labour conservative,"RT @GardhamHT: Scots will never forgive Lab if Tories get in because Miliband refuses to work with SNP, says Stewart Hosie",-0.2057
labour,RT @DanHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? http://t.c…,-0.3089
ukip,RT @thesundaypeople: UKIP's housing spokesman rakes in £800k in housing benefit from migrants.  http://t.co/GVwb9Rcb4w http://t.co/c1AZxcLh…,0.4588
snp,SNP leader faces audience questions http://t.co/gk6yJ9zXNx,0.0
ukip labour,"RT @CountryStandard: You Gov Poll Tonight
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",0.0
labour,RT @DanHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? http://t.c…,-0.3089
snp labour,RT @JimForScotland: Labour has called SNP bluff. The SNP must now be clear: are they willing to prevent or bring down a Labour government &amp;…,0.4019
conservative,"""Making love is not on the cards here, he's a Tory""",0.6369
conservative,"Audience member: why are million's more people using foodbanks?
David Cameron: here's a letter saying there's no money left",-0.296
conservative,David Cameron hugs another husky in the storms http://t.co/WWkaKjKEdJ #david Cameron #hugahusky #davidcamerontweet #greatstorm 2013 #StJude,0.4939
labour conservative,RT @gemini2359: #bbcqt Tories 1st introduced PFI In NHS not Labour. Here's Ken Clarke boasting of it. http://t.co/4lk4w72f1A,0.0
snp labour conservative,"RT @sunny_hundal: It's far easier for Labour to work as a minority govt than the Tories. Miliband can call SNP's bluff, while Cameron has n…",0.4215
conservative,RT @labourpress: We learnt the most from the question David Cameron wouldn't answer tonight: clear now the Tories will cut Child Benefit #b…,-0.0731
labour,Watch: Ed Miliband trips off the stage following Question Time leaders special http://t.co/ndbqvgEkNK,0.4019
labour,RT @SunNation: #SUNNATION EXCLUSIVE: We reveal the man responsible for Ed slipping off the stage... http://t.co/WZ7bITsezb http://t.co/gd42…,0.5473
labour,ED MILIBAND FELL OF STAGE... HOW IS HE GOING TO RUN THE COUNTRY?!?!?!????,0.0
snp ukip labour,"RT @HouseOfTraitors: #bbcbias Number of times Party/Leader mentioned tonight on @BBCNews 

LAB  14
CON  9
LIB    7
SNP  5
UKIP  0",0.0772
ukip,RT @Lou_i5e: @RogerV52 @UKIP 100% Nigel,0.0
ukip,@Daniel__Brookes @sarahduk121 @Nigel_Farage @UKIP that's a tad semantic? perhaps we should use recent general election results as best guide,0.6369
ukip labour,"RT @britainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",0.0
snp labour conservative,The historic link between Labour and the trade unions is about to break - thanks to the SNP | via @Telegraph http://t.co/W5JB0FAFet,0.4404
labour,RT @jogideon: Ed Miliband's in denial about his past squandering of our money. Don't let him do it again https://t.co/swqjv3xnHe,0.0
snp labour,RT @BuntinRobert: Murphy in Scotland insults our intelligence. Milliband in London demeans all Scots. The Scots will not take it lying down…,0.4724
ukip,#UKIP TO WIN #FARAGEFOREVER,0.5859
conservative,RT @andrew4mk: Off to Citizens MK assembly to show my commitment to living wage. Another no show from my Tory opponent.,0.1027
libdem labour,"RT @paulwaugh: ICM found just 6% #bbcqt viewers changed their mind. Small sub sample but: Clegg won 32% of switchers, Cam 25% Ed 20% http:/…",0.7227
labour,Watch: Ed Miliband trips off the stage following Question Time leaders special http://t.co/Pm5UrTC2I5,0.4019
labour,"RT @LiarMPs: Russell Brand wants to hug people who thinks its ok to chop peoples heads off on our streets.
Miliband is only reaching out to…",0.7269
labour,"So, on BBC Question Time's election special interview with the various party leaders, Miliband relented to the... http://t.co/JrCAHcLYrn",0.6597
snp,Bbc scotlands entire lead story is 'nicola sturgeon won't rule out what she's already ruled out',0.0
conservative,"RT @WilsonWilson009: Leaked reports that #Tories feared ""inevitable ""election defeat so ran a campaign of false flags, muddying of the wate…",-0.8176
snp labour,RT @SolManOfficial: Labour will do a deal with SNP make no mistake! Scotland will rule the UK!,-0.6351
libdem,"And like LibDem leader Mr C said, he had to make hard and brave decision 5yrs ago, to save Britain becm like Greece; huge impact stories",0.91
labour conservative,"RT @benglaze: Great line from Lucy Powell on Miliband's minor trip: ""Ed slipped on David Cameron's sweat."" #GE2015 #bbcqt",0.6249
labour conservative,"RT @KatyFBrand: While Cameron slags off Miliband for meeting Russell Brand, shall we just bear this in mind? http://t.co/q0B18I9OFA",0.0
conservative,"RT @BBCPolitics: David Cameron says child benefit is ""key"" for UK families http://t.co/jsd8Jb1lYA #bbcqt http://t.co/c13CsAKr4Q",0.4588
conservative,RT @HuffPostUK: The Tory spin message about David Cameron's performance is a bit obvious #bbcqt http://t.co/yihDlG5NVo http://t.co/KsqFCqwS…,0.0
conservative,I see @bbcnickrobinson is doing his best to spin this for the Tories. Lame. Predictable and lame. #bbcqt,-0.1027
snp,"@DanielMancip yes I'm not a nationalist ... I don't vote SNP, won't vote SNP - you however as a unionist are a nationalist",0.4019
conservative,RT @christopherhope: I will ask David Cameron if he has the Liam Byrne note in his pocket tomorrow. Apparently he takes it 'everywhere' #bb…,0.0
labour,RT @AHairyBiker: I knew BBC news would put more emphasis on Ed Milliband's slight trip at the end of his question time session than the who…,0.0
labour conservative,@johnmcternan @lenathehyena @UKLabour @Ed_Miliband Try going to Queen to form a Gov with fewer MPs than Tories and with no deal in place.,-0.296
snp,"RT @DonaldLiddell: #SNPBecause 
#SNP #VoteSNP 
@IanIwrussell @IanBarr67 @Eileen43Eileen @Zen432 @shellxdoherty84 @KatieKhaleesi http://t.co…",0.0
snp labour,"RT @guardian: Guardian front page, Friday 1 May 2015: Miliband hardens his line: I will not do deal with SNP http://t.co/gHMZXK3Tbc",0.0
conservative,RT @ntyrbbygrl: DAVID CAMERON IS BACKING A £15 MILLION MUSEUM &amp; LIBRARY DEDICATED TO MAGGIE THATCHER. £15 FUCKING MILLION. FUCK OFF.,-0.1635
labour conservative,"RT @RonMooreMoreRon: Our Tory chums don't like you tweeting the following.

Wow! What a Strong and commanding performance by Ed tonight. #v…",0.7416
conservative,@simonk133 @roadto326 still think Tories a nose in front.,0.0
labour,Watch: Ed Miliband trips off the stage following Question Time leaders special http://t.co/ndbqvgEkNK,0.4019
labour,".@Ed_Miliband 'nodded' to keeping austerity, but to his own formula. I, too,  was surprised he didn't expand. https://t.co/ggMWGCSLzX",-0.024
labour,ED MILIBAND FELL OF STAGE... HOW IS HE GOING TO RUN THE COUNTRY?!?!?!????,0.0
ukip,RT @Lou_i5e: @RogerV52 @UKIP 100% Nigel,0.0
ukip labour,"RT @britainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",0.0
libdem,RT @rob_pearson86: Clegg with the relaxed demeanour of a man who knows he'll be Deputy PM to *someone* on May 8th.,0.4939
snp labour,RT @BuntinRobert: Murphy in Scotland insults our intelligence. Milliband in London demeans all Scots. The Scots will not take it lying down…,0.4724
labour conservative,"RT @benglaze: Great line from Lucy Powell on Miliband's minor trip: ""Ed slipped on David Cameron's sweat."" #GE2015 #bbcqt",0.6249
labour conservative,"RT @KatyFBrand: While Cameron slags off Miliband for meeting Russell Brand, shall we just bear this in mind? http://t.co/q0B18I9OFA",0.0
snp,"@DanielMancip yes I'm not a nationalist ... I don't vote SNP, won't vote SNP - you however as a unionist are a nationalist",0.4019
conservative,RT @christopherhope: I will ask David Cameron if he has the Liam Byrne note in his pocket tomorrow. Apparently he takes it 'everywhere' #bb…,0.0
labour conservative,@johnmcternan @lenathehyena @UKLabour @Ed_Miliband Try going to Queen to form a Gov with fewer MPs than Tories and with no deal in place.,-0.296
ukip,"RT @thhamilton: Unexpectedly, it looks like UKIP want the royal coat of arms taken off the UK passport. http://t.co/ha36sEPClI",0.4215
snp,"RT @DonaldLiddell: #SNPBecause 
#SNP #VoteSNP 
@IanIwrussell @IanBarr67 @Eileen43Eileen @Zen432 @shellxdoherty84 @KatieKhaleesi http://t.co…",0.0
labour,"RT @alanthegasman: Tim Farron - ""Miliband has ruled out reality""",0.0
snp labour conservative,"@mrjamesmack In what conceivable situation could the SNP vote against Labour (bar Trident) without compromising on ""locking the Tories out""?",0.0
snp labour,RT @MattHancock2015: Safe to say EdM’s weak performance showed he’s too weak to stand up to SNP. Truth is British people would pay price ht…,-0.25
ukip,No surprise there #UKIP  “@perform: http://t.co/aPxthGJjxF”,-0.0258
libdem,@johnhemming4mp Forgot to copy @jessphillips in on that one.  Ops.  Fair chance of rebuttal. Figs are pretty clear: @LibDem record better :),0.9325
ukip,Some daft fucker has given the UKIP bigots the internet password tonight. They are licking their screens as they type!,-0.68
conservative,"RT @ian_beckett: No questions on tax havens for PM on #bbcqt - Pourquoi?
Cameron’s father left offshore assets in tax haven of Jersey
http:…",-0.128
labour,"Here endeth the Union!
@The45Storm @JimForScotland @Ed_Miliband  https://t.co/2nmd5MbTf7",0.0
snp,vote no to stop #alexsalmond's crazy political career plan will ruin the country http://t.co/Jl8PJhZ8Sx #referendum #snp #alexsalmond,-0.8625
libdem labour conservative,"Tonight's Question Time special with Cameron, Milliband &amp; Clegg was an ideal moment for a couple of games of Bullshit Bingo.",0.3182
snp labour,RT @Ed_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. #bbcqt,-0.0534
snp,"RT @Benotadick: If the other parties snub the SNP out of spite, they're disenfranchising Scottish people and pushing support for Indy up.",-0.2023
snp conservative,"RT @NursieDear25: A man whose party's entire campaign is based on the ""threat"" of the SNP bringing in another Tory gov, threatening to brin…",-0.5267
snp labour conservative,@AndrewColeman1 @BBCJamesCook @NicolaSturgeon They  said they would but Milliband saying he'd rather Tory govt than SNP backing #redtories?,0.0387
labour,"RT @HandofGOD7: #Miliband getting ""tough"" on immigration. After @UKLabour spent 13 years printing ""how to claim your benefits"" in 174 diffe…",0.3818
snp labour,"As someone who is going to grimly, disappointedly go and vote Labour again this time round, please, @Ed_Miliband, stop ruling out SNP deals.",-0.5994
libdem ukip,"@Cigar117 Farage and Carswell only likely, maybe 1 or 2 others. Need strong showing by Orange Book Lib Dems. Clegg looks like a gonner.",0.7003
conservative,David Cameron's father left assets in offshore tax haven to his family http://t.co/ISsRR4qSiV,0.1779
labour,RT @DanHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? http://t.c…,-0.3089
labour,RT @DanHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? http://t.c…,-0.3089
snp ukip labour conservative,@yetigcreature @royhendo Nobody but UKIP will want to cosy up to the Tories - both Labour and  SNP know this.,0.1154
snp,Kezia doll stop making a pure clown of yourself hen !!! #snp,-0.4724
labour conservative,"RT @WalesForYES: If Labour let the Tories back into power, Wales will never forgive them. #GE2015",-0.2057
conservative,I just reeeeally cannot stand David Cameron,0.0
snp labour conservative,RT @StephenNoon: Miliband has just sacrificed @ScottishLabour - he'd let the Tories stay in government rather than work with the #SNP #mili…,0.0
ukip,@ThimbleOfGrace which ukip policy did you agree with?,0.3612
labour,RT @RichardJMurphy: Why won't Miliband challenge the idea that the country does not run a household budget? #bbcqt,-0.0572
labour conservative,RT @GAPonsonby: Miliband made a 'Reverse Vow'. Can only be effective if media run as 'No Deal' instead of 'Tory Threat'. How will @BBCScotl…,0.2263
snp labour,@Ed_Miliband - forget coalition would be disaster for SNP.You'll need their votes so be realistic here .If you agree-what's the problem?,-0.8271
snp labour,"RT @MarcherLord1: #bbcqt Miliband:""We will NOT form a coalition with the SNP""
RT for absolute bollocks
FAV for ""I'm gullible and totally be…",0.3034
snp labour,"RT @osmart: Aw Miliband, just wait till the Scottish results come in #bbcqt http://t.co/ysyuKWoODI",0.0
snp,Why do they keep acting like Alex Salmond is still the leader of the SNP? Must be cause their shitting themselves from the boss Sturgeon,-0.0772
labour,RT @MichaelH14: Ed Miliband : it wasn't the spending on teachers &amp; nurses in Britain that crashed the global economy. 'Bout time someone sa…,0.0
labour,"RT @ChristineElmer: Appalling performance by Miliband, hand in pocket, just turned his back in #QuestionTime audience. No answers @UKLabour…",-0.128
libdem conservative,RT @Independent: Lib Dems expose secret Tory plan to 'slash' child benefit to meet £8bn cuts target http://t.co/kCKi2c5e9t http://t.co/jBwz…,0.0516
labour,RT @beaubeau888: Ed Milliband came on top on the Sun's Twitter worm. Bet they won't mention that in their paper tomorrow. http://t.co/QdBJr…,0.2023
conservative,"RT @abstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) http://t.c…",0.0258
snp ukip conservative,"@GraceyMurph safe to vote SNP and the Tories won't get in, and the Tories will get loads off UKIP voters scared of the SNP",0.0
conservative,"@naebD and y'know, the tories not voting down supply bills. like they did that one time.",0.3612
ukip,RT @exlabourite: @debatingfools @RupTroop the guy wearing a Boris Johnson mask claiming to support UKIP was released instantly apparently? …,0.4019
libdem,@garrynewman The audience's time with Nick Clegg was irritating. Heckled rather than asking him important policy questions.,-0.296
ukip,"@vauseswans mum... , da d.... I'm ukip",0.0
ukip,RT @JonathanArnott: My last tweets show UKIP's real policies on the NHS. You can see for yourself at http://t.co/Q5ERdlrsrx - or you could …,0.0
snp labour,How can Ed Miliband form a minority government without some kind of tacit deal with the SNP?,0.0
snp conservative,RT @allymaciver11: I'm #SNPbecause everything Els is Tory #AskNicola #bbcqt #VoteSNP,0.0
libdem conservative,"RT @Dafydd_Wigley: Nick Clegg. Makes it clear that Lib Dems are willing to go into coalition with the Tories - AGAIN ! Are you listening,  …",0.4389
labour conservative,RT @IrvineWelsh: So Lab mantra all will be well if we 'get the Tories out' now 'but we don't want them out badly enough to work with a cent…,-0.6037
snp labour conservative,RT @DouglasDaniel: Miliband's new line 'if you don't vote Labour in Scotland I will punish you by letting the Tories in'.,-0.5267
ukip labour,"RT @britainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",0.0
ukip,"@james_askwith @TheMockneyRebel @scottieh419 #Ukip PPCs are either silent when asked, or refuse to endorse what their party stands for",0.4215
conservative,These pundits talking about reaction of #bbcqt audience is ludicrous. On the BBC's own admission half of them were Tories &amp; LibDens,-0.3612
ukip labour,"RT @MSmithsonPB: Figures from tonight's YouGov/Sun poll
: CON 34%, LAB 35%, LD 8%, UKIP 12%, GRN 5%",0.0
libdem labour conservative,@shauntberry @Telegraph  No it wasn't fair. Why only asked Ed abt non-dorm? Why not Cameron and Clegg? It was fucking stacked.,-0.5457
labour conservative,"@Blowmonkey1 @theSNP No deals, no coalition - quite clear. The only way to keep the Tories out is to vote #scottishlabour No other way.",-0.4033
libdem labour conservative,"RT @benrileysmith: One-word verdicts from @jameskirkup. 
Cameron: strong
Miliband: stumbling
Clegg: sidelined
Audience: savage 
http://t.co…",0.1531
labour conservative,"RT @EtonOldBoys: If you thought Labour over spent read the facts, up until the Banking Crisis spent less than the Tories http://t.co/Pem6KH…",-0.6249
labour,RT @GuidoFawkes: Miliband's trip makes the News at Ten,0.0
conservative,"RT @abstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) http://t.c…",0.0258
snp labour,RT @WelshConserv: We've come a long way in 5yrs. Don't let EdM &amp; SNP drag us back to square one. Let's keep going #SecureTheRecovery https:…,-0.2263
snp labour conservative,"RT @eastwoodsnp222: @JimForScotland It's not a bluff Jim, If Lab let the Tories in instead of being supported by SNP to form a gov, they wi…",0.3182
labour,RT @richjb1987: “@ChrisDYork: And here's the best bit of the night so far... Miliband nearly face-planting the Q #bbcqt https://t.co/sacekY…,0.6369
libdem,#Election2015 Nick Clegg risks losing his seat in general election http://t.co/tlTak1HV2M,-0.5719
snp labour,RT @ChristinaSNP: I just heard Milliband's pronouncements........ Oh dear.... Cutting off his nose to spite the Scots.... #VoteSNP,-0.5994
labour conservative,"RT @CelticWolf1312: Disgusted by @Ed_Miliband saying he would rather let the Tories in than work with @theSNPPeople must vote for the prog…",-0.5267
snp labour conservative,RT @scotnotbritt: Well thats it. LABOUR would rather have a TORY government rather than work with the SNP. http://t.co/SNMkRDCe9f,0.2732
conservative,"RT @abstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) http://t.c…",0.0258
conservative,"RT @janicedickson: Tory MP wishes Sir John A. a happy birthday, months late http://t.co/1JhwWVu2YE",0.6486
labour conservative,"RT @YesGiffnock: Here is Ed Miliband handing the GE to the Tories Please RT
http://t.co/sCgqHx6lj6",0.3182
conservative,Some of Cameron's lies in more detail...  https://t.co/w3TnILBGAi,-0.4215
labour conservative,"Miliband stumbles, Cameron dodges http://t.co/XASgVzgOVN",0.0
snp labour,RT @Ed_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. #bbcqt,-0.0534
labour,RT @DanHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? http://t.c…,-0.3089
libdem,RT @TotalPolitics: After the #milistumble here's Nick Clegg #rudemanslapdown https://t.co/LQUO9sdCeT,0.0
labour,"RT @LucyMPowell: Tough questions to both leaders, but only Ed Miliband actually answering them #bbcqt",-0.0644
snp labour,"RT @john_mcgoff: Tomorrows Sun - English edition ""Ed Miliband Trips off Stage""
Tomorrows Sun - Scottish edition ""Ed Miliband's Tripping""",0.0
conservative,"RT @ian_beckett: No questions on tax havens for PM on #bbcqt - Pourquoi?
Cameron’s father left offshore assets in tax haven of Jersey
http:…",-0.128
conservative,RT @yorkshirelabour: Time and time again David Cameron refuses to say which working benefits he'll cut. The audience are growing frustrated…,0.296
snp labour,@chunkymark @OwenJones84 lab going to hand the torys keys to downing st to keep out snp. Can't blame snp now folks ed will sell yous out😂,0.6412
labour,"@TheLastLeg Russell forces Miliband to say ""hapax mogolgnon"" #Milibrand",0.0
ukip,"#Suzanne Evans This Lady is a little gem. Straight talking, intelligent fierce UKIP warrior. What you see is what you get. Love the honesty.",0.9005
ukip,"You are misinformed.If you do actually want to learn about UKIP, feel free. http://t.co/nFe9qdFsjG",0.5574
labour conservative,RT @KevinJPringle: .@Ed_Miliband's distancing from @theSNP wholly under pressure from Tories - he went way too far &amp; has given Labour in Sc…,-0.296
labour conservative,RT @BenCooper86: When did Labour start overspending &amp; does this mean the Tories under Major overspent too? #bbcqt http://t.co/FBtkD01Plg,0.0
conservative,"RT @Frances_Coppola: Now on the train. Across the aisle are four drunk Tory men loudly proclaiming that we must cut the deficit ""because it…",-0.7351
snp labour,"RT @KatieWeasel: Ed Miliband ""we're not going to do a deal with the SNP, there will be no coalition with the SNP"" #bbcqt http://t.co/r1ljJt…",-0.296
labour,"RT @mrdavidwhitley: ""Cosying up to Russell Brand shows that Ed Miliband just isn't cut out to be Prime Minister."" http://t.co/auRfyLYkUc",0.2057
conservative,RT @DougyMontiel: Everyone is going to be on Tory Lanez soon 📶,0.0
snp labour,RT @ronwindward: @JimForScotland Crazy statements like that just confirms to me I made the right decision in leaving Labour for the SNP.Tim…,0.0258
ukip labour,"RT @Mancman10: Tonight's YouGov poll:
LAB 35%
CON 34%
UKIP 12%
LDEM 8%
GRN 5%
#7DaysToGo
#GE2015",0.0
conservative,RT @GAPonsonby: 'Vote for us or we'll set the Tories on you'. I just can't see this as anything other than a suicide note for @scottishlabo…,-0.6705
snp ukip conservative,@Davidbush that we can agree on. You over the border in Scotland? I'm in safe Tory seat not seen our Tory candidate /shrug UKIP/LD busy here,0.6597
labour conservative,RT @LiviEastSNP: So Milliband and Labour would rather allow the Tories back in than form a Government. Why is he standing then!... http://t…,0.2942
libdem,RT @tombradby: Nick Clegg looks supremely confident in this format. I think he's done himself some favours tonight.,0.8658
snp,@jameslee42 @SteveRHolmes SNP won't abstain from a left-leaning programme of minority Govt. They'd be crucified in Scotland.,0.0
