labour,0.0772,0
snp,0.0772,0
ukip,0.0772,0
ukip,0,0
ukip,0.6369,0
labour,0,0
ukip,0,0
labour,0.4404,0
snp,0.4404,0
conservative,0.4404,0
labour,0,0
labour,0.4724,0
snp,0.4724,0
ukip,0.5859,0
conservative,0.1027,0
labour,0.7227,0
libdem,0.7227,0
labour,0.4019,0
labour,0.7269,0
labour,0.6597,0
snp,0,0
conservative,0,-0.8176
labour,0,-0.6351
snp,0,-0.6351
libdem,0.91,0
labour,0.6249,0
conservative,0.6249,0
labour,0,0
conservative,0,0
conservative,0.4588,0
conservative,0,0
conservative,0,-0.1027
snp,0.4019,0
conservative,0,0
labour,0,0
labour,0,-0.296
conservative,0,-0.296
snp,0,0
labour,0,0
snp,0,0
conservative,0,-0.1635
labour,0.7416,0
conservative,0.7416,0
conservative,0,0
labour,0.4019,0
labour,0,-0.024
labour,0,0
ukip,0,0
labour,0,0
ukip,0,0
libdem,0.4939,0
labour,0.4724,0
snp,0.4724,0
labour,0.6249,0
conservative,0.6249,0
labour,0,0
conservative,0,0
snp,0.4019,0
conservative,0,0
labour,0,-0.296
conservative,0,-0.296
ukip,0.4215,0
snp,0,0
labour,0,0
labour,0,0
snp,0,0
conservative,0,0
labour,0,-0.25
snp,0,-0.25
ukip,0,-0.0258
libdem,0.9325,0
ukip,0,-0.68
conservative,0,-0.128
labour,0,0
snp,0,-0.8625
labour,0.3182,0
conservative,0.3182,0
libdem,0.3182,0
labour,0,-0.0534
snp,0,-0.0534
snp,0,-0.2023
snp,0,-0.5267
conservative,0,-0.5267
labour,0.0387,0
snp,0.0387,0
conservative,0.0387,0
labour,0.3818,0
labour,0,-0.5994
snp,0,-0.5994
ukip,0.7003,0
libdem,0.7003,0
conservative,0.1779,0
labour,0,-0.3089
labour,0,-0.3089
labour,0.1154,0
snp,0.1154,0
conservative,0.1154,0
ukip,0.1154,0
snp,0,-0.4724
labour,0,-0.2057
conservative,0,-0.2057
conservative,0,0
labour,0,0
snp,0,0
conservative,0,0
ukip,0.3612,0
labour,0,-0.0572
labour,0.2263,0
conservative,0.2263,0
labour,0,-0.8271
snp,0,-0.8271
labour,0.3034,0
snp,0.3034,0
labour,0,0
snp,0,0
snp,0,-0.0772
labour,0,0
labour,0,-0.128
conservative,0.0516,0
libdem,0.0516,0
labour,0.2023,0
conservative,0.0258,0
snp,0,0
conservative,0,0
ukip,0,0
conservative,0.3612,0
ukip,0.4019,0
libdem,0,-0.296
ukip,0,0
ukip,0,0
labour,0,0
snp,0,0
snp,0,0
conservative,0,0
conservative,0.4389,0
libdem,0.4389,0
labour,0,-0.6037
conservative,0,-0.6037
labour,0,-0.5267
snp,0,-0.5267
conservative,0,-0.5267
labour,0,0
ukip,0,0
ukip,0.4215,0
conservative,0,-0.3612
labour,0,0
ukip,0,0
labour,0,-0.5457
conservative,0,-0.5457
libdem,0,-0.5457
labour,0,-0.4033
conservative,0,-0.4033
labour,0.1531,0
conservative,0.1531,0
libdem,0.1531,0
labour,0,-0.6249
conservative,0,-0.6249
labour,0,0
conservative,0.0258,0
labour,0,-0.2263
snp,0,-0.2263
labour,0.3182,0
snp,0.3182,0
conservative,0.3182,0
labour,0.6369,0
libdem,0,-0.5719
labour,0,-0.5994
snp,0,-0.5994
labour,0,-0.5267
conservative,0,-0.5267
labour,0.2732,0
snp,0.2732,0
conservative,0.2732,0
conservative,0.0258,0
conservative,0.6486,0
labour,0.3182,0
conservative,0.3182,0
conservative,0,-0.4215
labour,0,0
conservative,0,0
labour,0,-0.0534
snp,0,-0.0534
labour,0,-0.3089
libdem,0,0
labour,0,-0.0644
labour,0,0
snp,0,0
conservative,0,-0.128
conservative,0.296,0
labour,0.6412,0
snp,0.6412,0
labour,0,0
ukip,0.9005,0
ukip,0.5574,0
labour,0,-0.296
conservative,0,-0.296
labour,0,0
conservative,0,0
conservative,0,-0.7351
labour,0,-0.296
snp,0,-0.296
labour,0.2057,0
conservative,0,0
labour,0.0258,0
snp,0.0258,0
labour,0,0
ukip,0,0
conservative,0,-0.6705
snp,0.6597,0
conservative,0.6597,0
ukip,0.6597,0
labour,0.2942,0
conservative,0.2942,0
libdem,0.8658,0
snp,0,0
labour,0,-0.5267
conservative,0,-0.5267
labour,0.7269,0
labour,0.5574,0
labour,0.5267,0
conservative,0.5267,0
libdem,0.5267,0
labour,0.4404,0
snp,0.4404,0
conservative,0.4404,0
labour,0.7964,0
conservative,0.7964,0
libdem,0.7964,0
snp,0,0
labour,0,0
conservative,0,0
labour,0,0
snp,0,0
conservative,0,-0.1531
labour,0,-0.3089
labour,0.8519,0
conservative,0.8519,0
labour,0,0
snp,0,0
labour,0,-0.6597
snp,0,-0.6597
labour,0,-0.4215
labour,0,0
ukip,0,0
labour,0,0
snp,0,0
snp,0,0
conservative,0,0
labour,0,-0.4588
labour,0.1531,0
conservative,0.1531,0
libdem,0.1531,0
labour,0,-0.5106
conservative,0,-0.5106
labour,0,0
ukip,0,0
labour,0,0
snp,0,0
libdem,0.3182,0
conservative,0.4019,0
labour,0,0
ukip,0,0
conservative,0,0
conservative,0.2144,0
conservative,0,-0.1027
snp,0.9042,0
labour,0,-0.296
snp,0,-0.296
conservative,0,-0.296
labour,0,-0.1027
conservative,0,-0.1027
snp,0,0
snp,0.6687,0
conservative,0.4215,0
labour,0.7579,0
conservative,0.7579,0
labour,0.296,0
conservative,0.296,0
libdem,0,-0.5106
labour,0,-0.3089
conservative,0,0
libdem,0,0
labour,0,0
snp,0,0
conservative,0,0
conservative,0.631,0
libdem,0.631,0
snp,0,0
conservative,0,0
ukip,0,0
labour,0,0
ukip,0,0
ukip,0.5423,0
conservative,0.0258,0
labour,0.4019,0
conservative,0.4019,0
conservative,0,-0.3182
snp,0,0
labour,0,-0.4588
libdem,0,-0.4588
labour,0.3818,0
ukip,0.7964,0
conservative,0.2732,0
labour,0,0
conservative,0,0
libdem,0,0
snp,0,-0.3818
conservative,0,-0.3818
labour,0,0
ukip,0,0
conservative,0,-0.8126
labour,0.7579,0
conservative,0.7579,0
snp,0.0972,0
labour,0,-0.296
conservative,0,-0.296
libdem,0,-0.296
labour,0,-0.296
ukip,0,-0.6597
labour,0,-0.4577
labour,0,-0.8316
snp,0,-0.8316
labour,0,0
ukip,0,0
labour,0.4019,0
conservative,0.4019,0
labour,0,0
snp,0,0
conservative,0.6705,0
libdem,0,0
conservative,0,-0.3182
conservative,0,0
labour,0,-0.4588
labour,0,-0.5994
snp,0,-0.5994
labour,0,-0.296
conservative,0,-0.296
labour,0,-0.5994
snp,0,-0.5994
labour,0,-0.0534
snp,0,-0.0534
labour,0,-0.6892
snp,0,-0.6892
labour,0,0
conservative,0.6808,0
ukip,0,0
ukip,0.4404,0
conservative,0.1531,0
conservative,0.1531,0
labour,0,-0.3086
snp,0,-0.3086
labour,0,-0.4404
conservative,0.7003,0
snp,0.8814,0
snp,0,0
labour,0,0
conservative,0,0
libdem,0,0
labour,0,-0.6249
snp,0,-0.6249
conservative,0,-0.6249
labour,0.474,0
snp,0.474,0
ukip,0.3182,0
ukip,0,0
conservative,0,0
labour,0,0
conservative,0,0
ukip,0.25,0
labour,0,-0.0941
labour,0,-0.836
labour,0,0
snp,0,0
conservative,0,0
ukip,0,0
conservative,0.504,0
ukip,0,-0.8555
labour,0.0258,0
conservative,0.0258,0
labour,0.8689,0
snp,0.8689,0
labour,0,0
labour,0,0
conservative,0,0
conservative,0.0258,0
conservative,0.1531,0
labour,0.5147,0
labour,0,0
conservative,0,0
snp,0.6786,0
conservative,0.6786,0
conservative,0,-0.1779
labour,0.5719,0
conservative,0.5719,0
snp,0,0
labour,0.6597,0
snp,0.6597,0
conservative,0.6597,0
labour,0.4019,0
libdem,0.4019,0
labour,0,-0.7579
snp,0,-0.7579
conservative,0,-0.7579
conservative,0.5859,0
labour,0,-0.4588
labour,0.4215,0
ukip,0.4019,0
conservative,0,0
labour,0.4404,0
labour,0.4215,0
snp,0.4215,0
conservative,0.4215,0
labour,0,0
ukip,0,0
labour,0,-0.296
snp,0,-0.296
ukip,0.4215,0
labour,0,-0.296
snp,0,-0.296
labour,0.5389,0
snp,0.5389,0
ukip,0.3802,0
conservative,0,0
labour,0,-0.3089
snp,0.3182,0
labour,0,-0.5267
conservative,0,-0.5267
conservative,0.6908,0
ukip,0.5116,0
conservative,0.5859,0
conservative,0.2023,0
conservative,0,-0.6124
conservative,0.0258,0
conservative,0.0258,0
labour,0.7227,0
libdem,0.7227,0
labour,0.0258,0
conservative,0.0258,0
labour,0.6369,0
conservative,0.6369,0
libdem,0.6369,0
snp,0,-0.7964
conservative,0,0
labour,0,-0.3089
conservative,0,0
labour,0.4019,0
conservative,0.4019,0
labour,0,0
snp,0,0
snp,0,-0.6896
labour,0,0
ukip,0,0
snp,0,-0.2942
labour,0,0
conservative,0,0
libdem,0,0
labour,0,-0.3595
snp,0,-0.3595
labour,0,-0.0941
labour,0,0
ukip,0,0
snp,0,0
labour,0.2057,0
labour,0.0258,0
snp,0.0258,0
labour,0,-0.6705
snp,0,-0.6705
conservative,0,-0.6705
labour,0,0
conservative,0,0
labour,0,0
snp,0,0
conservative,0,0
labour,0.4927,0
snp,0.4927,0
labour,0,0
conservative,0,0
labour,0.6249,0
conservative,0.6249,0
labour,0,0
snp,0.7059,0
conservative,0,-0.5994
labour,0.6369,0
conservative,0.6369,0
conservative,0.4215,0
labour,0,-0.5994
snp,0,-0.5994
conservative,0,-0.5994
ukip,0.4404,0
labour,0.5003,0
snp,0.125,0
labour,0,0
conservative,0,0
snp,0.2584,0
labour,0,-0.1739
conservative,0,-0.1739
labour,0,-0.3612
conservative,0.4939,0
labour,0,0
conservative,0,0
labour,0.8519,0
conservative,0.8519,0
conservative,0,0
labour,0,-0.0534
snp,0,-0.0534
conservative,0.5859,0
ukip,0,-0.8649
snp,0,0
conservative,0.836,0
libdem,0,-0.2755
snp,0,-0.296
conservative,0,-0.296
labour,0,-0.4404
conservative,0,-0.4404
labour,0.4404,0
snp,0.4404,0
conservative,0.4404,0
conservative,0,0
ukip,0.0516,0
conservative,0.0258,0
labour,0.5859,0
conservative,0.5859,0
libdem,0.5859,0
ukip,0.3802,0
labour,0,-0.5994
snp,0,-0.5994
labour,0,-0.25
snp,0,-0.25
labour,0,-0.5267
conservative,0,-0.5267
labour,0,0
snp,0,0
conservative,0,0
labour,0.2732,0
snp,0.2732,0
conservative,0.2732,0
labour,0,-0.1027
snp,0,-0.1027
conservative,0,0
labour,0,0
snp,0,0
conservative,0,0
conservative,0.4019,0
labour,0.2732,0
labour,0.3818,0
snp,0.3818,0
conservative,0,-0.128
labour,0,0
conservative,0,0
labour,0,0
labour,0,0
ukip,0,0
labour,0.3818,0
snp,0.3818,0
labour,0.1531,0
conservative,0.1531,0
libdem,0.1531,0
labour,0.5106,0
snp,0.5106,0
labour,0,-0.8217
snp,0,-0.8217
conservative,0,-0.8217
labour,0.7366,0
conservative,0.7366,0
libdem,0.7366,0
snp,0,0
labour,0.4135,0
libdem,0,0
conservative,0.1779,0
labour,0,-0.2263
snp,0,-0.2263
labour,0,-0.6351
snp,0,-0.6351
conservative,0,0
snp,0,-0.5423
conservative,0,-0.5423
labour,0.2263,0
conservative,0.2263,0
labour,0,-0.25
snp,0,-0.25
conservative,0.6249,0
libdem,0.6249,0
labour,0,0
snp,0,0
conservative,0,0
labour,0,-0.34
conservative,0.1531,0
ukip,0.5116,0
snp,0,-0.0572
conservative,0,-0.0572
conservative,0,0
labour,0.5719,0
labour,0.5719,0
labour,0,0
snp,0.5739,0
snp,0,0
labour,0,0
snp,0,0
conservative,0,0
snp,0,0
conservative,0.0258,0
labour,0,-0.1027
snp,0,-0.1027
conservative,0,-0.4019
conservative,0,-0.2846
labour,0,-0.1027
snp,0,-0.1027
conservative,0.3612,0
snp,0,0
labour,0,-0.2382
snp,0,-0.2382
ukip,0,-0.2382
ukip,0,0
libdem,0,-0.5859
libdem,0.69,0
labour,0,0
conservative,0,0
snp,0,0
labour,0,-0.1027
snp,0,-0.1027
labour,0.4404,0
snp,0.4404,0
conservative,0.4404,0
conservative,0.0258,0
ukip,0,-0.5423
labour,0,0
conservative,0,0
snp,0,0
labour,0,0
conservative,0,0
conservative,0.2263,0
conservative,0,0
snp,0,0
labour,0.2057,0
snp,0.2057,0
labour,0,-0.5267
labour,0.2263,0
conservative,0.2263,0
labour,0.2057,0
snp,0.2057,0
labour,0,-0.4932
conservative,0,-0.4932
labour,0.2263,0
snp,0.2263,0
labour,0,0
conservative,0,0
conservative,0.3612,0
labour,0,-0.1027
snp,0,-0.1027
conservative,0,0
labour,0.2263,0
conservative,0.2263,0
labour,0,-0.6189
snp,0,-0.6189
snp,0,0
labour,0,-0.6551
snp,0,-0.6551
conservative,0,-0.6551
labour,0,-0.1045
snp,0,-0.1045
labour,0.3612,0
conservative,0.3612,0
labour,0,-0.296
conservative,0,-0.296
labour,0,-0.4588
conservative,0,-0.4588
labour,0.7506,0
conservative,0.7506,0
libdem,0.7506,0
labour,0,-0.4588
snp,0,-0.4588
conservative,0,-0.4588
labour,0,-0.2263
snp,0,-0.2263
labour,0,0
conservative,0,0
labour,0,0
ukip,0,0
labour,0.7003,0
labour,0,-0.5267
snp,0,-0.5267
libdem,0.2732,0
labour,0,-0.101
conservative,0,-0.101
snp,0.5256,0
conservative,0,-0.25
libdem,0.3597,0
labour,0.5473,0
snp,0.5473,0
conservative,0.5473,0
libdem,0.5473,0
labour,0,0
snp,0,0
ukip,0,0
conservative,0,-0.4404
labour,0,-0.296
snp,0,-0.296
conservative,0,-0.296
labour,0,-0.296
conservative,0,-0.296
libdem,0,-0.296
labour,0,-0.0941
conservative,0,0
conservative,0.0258,0
labour,0.3612,0
labour,0,-0.5423
conservative,0,0
conservative,0.0762,0
ukip,0.7964,0
snp,0,-0.4767
conservative,0,-0.4767
labour,0,-0.1419
snp,0,-0.1419
conservative,0.5093,0
ukip,0.5093,0
ukip,0,-0.6115
conservative,0.5994,0
labour,0,-0.6351
snp,0,-0.6351
labour,0,0
conservative,0.8534,0
libdem,0.8534,0
snp,0,-0.2344
labour,0.1645,0
labour,0,-0.4357
conservative,0,-0.4357
labour,0,0
snp,0,0
conservative,0,0
labour,0,-0.296
snp,0,-0.296
conservative,0,-0.296
labour,0,0
ukip,0,-0.8555
labour,0,0
labour,0,-0.3612
snp,0,-0.3612
conservative,0,-0.3612
labour,0,0
snp,0,0
conservative,0,0
labour,0.4927,0
conservative,0.4927,0
labour,0,-0.4588
labour,0.5859,0
snp,0.5859,0
snp,0,0
labour,0.3818,0
snp,0.3818,0
labour,0,-0.1548
snp,0,-0.1548
labour,0,0
snp,0,0
conservative,0,0
labour,0,-0.4588
snp,0,-0.4588
conservative,0,-0.4588
libdem,0.3182,0
labour,0,-0.0516
ukip,0,-0.0516
labour,0,0
ukip,0,0
labour,0,0
ukip,0,0
ukip,0.4404,0
labour,0.3818,0
snp,0.3818,0
labour,0.3612,0
conservative,0,-0.3182
labour,0,0
conservative,0,0
ukip,0,0
labour,0,0
snp,0,0
conservative,0.2023,0
libdem,0.2023,0
labour,0,0
labour,0.802,0
conservative,0,-0.0516
labour,0.6369,0
conservative,0.6369,0
libdem,0.6369,0
labour,0.0772,0
conservative,0.0772,0
libdem,0.0772,0
ukip,0.8126,0
conservative,0.4215,0
labour,0.1531,0
conservative,0.1531,0
libdem,0.1531,0
conservative,0,0
ukip,0,-0.6124
labour,0.2057,0
snp,0.2057,0
ukip,0.7783,0
labour,0,0
ukip,0,0
labour,0,-0.4767
snp,0,-0.4767
snp,0,0
labour,0.3818,0
snp,0.3818,0
snp,0,0
labour,0.4588,0
conservative,0.4588,0
labour,0,0
conservative,0,0
ukip,0,0
libdem,0,0
labour,0.6705,0
conservative,0.6705,0
labour,0,0
snp,0,0
conservative,0,0
snp,0,-0.6808
labour,0,0
snp,0,0
snp,0,0
labour,0.5106,0
snp,0.5106,0
labour,0,-0.5267
snp,0.6369,0
snp,0,-0.4035
labour,0,0
snp,0,0
conservative,0,0
snp,0.5994,0
conservative,0,0
labour,0.3089,0
labour,0.5473,0
snp,0.5473,0
conservative,0.5473,0
libdem,0.5473,0
snp,0,0
labour,0,-0.296
snp,0,-0.296
conservative,0,-0.296
labour,0.2263,0
conservative,0.2263,0
libdem,0.2263,0
libdem,0,-0.4005
snp,0,-0.7964
labour,0,0
snp,0,0
conservative,0,0
labour,0,-0.4939
ukip,0,0
snp,0,-0.5423
labour,0,-0.2263
conservative,0,-0.2263
labour,0.5994,0
snp,0.5994,0
libdem,0,-0.7717
conservative,0.6908,0
labour,0.4767,0
snp,0.4767,0
labour,0.5473,0
snp,0,0
snp,0.5574,0
labour,0,0
snp,0,0
conservative,0,0
snp,0.2144,0
libdem,0,-0.4588
ukip,0.7562,0
labour,0,-0.4019
snp,0,-0.4019
conservative,0,-0.4019
labour,0,-0.586
snp,0,-0.586
conservative,0,-0.586
labour,0,0
conservative,0,0
snp,0,-0.0572
conservative,0,-0.0572
labour,0.2905,0
conservative,0.2905,0
conservative,0.4939,0
ukip,0.3802,0
labour,0,0
snp,0,0
ukip,0.7088,0
conservative,0.2668,0
labour,0,-0.128
conservative,0,-0.128
conservative,0,-0.5994
labour,0,-0.2732
conservative,0,-0.2732
labour,0,-0.5372
conservative,0,-0.5372
labour,0.3612,0
snp,0.3612,0
conservative,0.6908,0
snp,0.3182,0
labour,0,0
snp,0,0
conservative,0,0
ukip,0,0
labour,0,0
conservative,0,0
libdem,0,0
conservative,0,-0.4019
labour,0,0
snp,0,0
conservative,0,0
conservative,0.0258,0
labour,0.7506,0
labour,0,-0.0941
labour,0.0258,0
snp,0.0258,0
labour,0,-0.4404
snp,0,-0.4404
libdem,0,-0.4588
snp,0,0
ukip,0,0
snp,0.4391,0
conservative,0.4391,0
labour,0,0
libdem,0.4199,0
conservative,0.1027,0
libdem,0,-0.4588
labour,0,0
ukip,0,0
labour,0,0
snp,0,0
labour,0,-0.0516
ukip,0,-0.0516
labour,0.6486,0
conservative,0.6486,0
snp,0,0
labour,0,0
conservative,0,0
labour,0,0
snp,0,0
conservative,0,0
ukip,0,0
libdem,0,0
labour,0,0
conservative,0,0
conservative,0,-0.4019
labour,0,-0.128
conservative,0,-0.128
labour,0,0
conservative,0,0
snp,0,-0.4404
labour,0,0
labour,0.4019,0
conservative,0.4019,0
labour,0,-0.128
conservative,0,-0.128
libdem,0,-0.128
labour,0.1531,0
conservative,0.1531,0
libdem,0.1531,0
labour,0,0
ukip,0,0
ukip,0,-0.6486
libdem,0,-0.6486
labour,0.4404,0
conservative,0.4404,0
labour,0,-0.2263
snp,0,-0.2263
snp,0,0
labour,0.2263,0
ukip,0.2263,0
labour,0.3182,0
conservative,0.3182,0
labour,0,-0.5574
snp,0,-0.5574
labour,0.8519,0
conservative,0.8519,0
labour,0.4019,0
snp,0.4019,0
conservative,0.4019,0
labour,0.5473,0
snp,0.5473,0
conservative,0.5473,0
libdem,0.5473,0
conservative,0,0
ukip,0.3182,0
conservative,0.3612,0
conservative,0.629,0
labour,0,0
conservative,0,0
labour,0,0
snp,0,0
conservative,0,0
labour,0,-0.2057
snp,0,-0.2057
conservative,0,-0.2057
labour,0,-0.4767
conservative,0,-0.4767
labour,0.7568,0
snp,0.7568,0
labour,0,-0.4015
conservative,0,-0.4015
labour,0.7269,0
conservative,0.5562,0
labour,0,-0.34
conservative,0,-0.34
libdem,0,-0.34
labour,0.7227,0
libdem,0.7227,0
conservative,0.4588,0
labour,0,0
ukip,0,0
conservative,0,-0.6722
ukip,0,-0.6722
labour,0.4019,0
snp,0.4019,0
labour,0,-0.4215
libdem,0,-0.4215
labour,0,-0.6597
conservative,0,-0.6597
labour,0,0
ukip,0,0
labour,0.2023,0
snp,0.2023,0
ukip,0.5848,0
conservative,0,-0.2263
labour,0,0
snp,0,0
conservative,0,-0.6486
labour,0.34,0
conservative,0,0
conservative,0.5267,0
ukip,0.4215,0
labour,0,-0.3612
conservative,0.3595,0
conservative,0.0258,0
conservative,0,0
labour,0,-0.0534
snp,0,-0.0534
snp,0.6115,0
labour,0.3612,0
labour,0,0
conservative,0,-0.3612
conservative,0.4019,0
labour,0.4336,0
snp,0.4336,0
conservative,0,-0.7571
labour,0,-0.0516
libdem,0.5994,0
labour,0.2732,0
snp,0.2732,0
libdem,0.5267,0
ukip,0,-0.3291
snp,0,-0.3612
conservative,0.2732,0
labour,0,-0.2406
labour,0.5859,0
conservative,0.5859,0
snp,0,0
labour,0,0
snp,0,0
labour,0.4019,0
conservative,0.4019,0
snp,0.7424,0
labour,0,-0.5423
snp,0,-0.5423
ukip,0,0
labour,0.0041,0
conservative,0.0041,0
conservative,0,0
ukip,0,0
labour,0.8519,0
conservative,0.8519,0
ukip,0,-0.296
conservative,0.6249,0
labour,0,0
snp,0,0
labour,0,0
snp,0,0
conservative,0.0258,0
labour,0,0
snp,0,0
labour,0,0
snp,0,0
conservative,0,-0.34
libdem,0,-0.34
labour,0.5859,0
conservative,0.5859,0
labour,0,-0.34
labour,0,-0.6249
snp,0.34,0
libdem,0,0
labour,0.6369,0
conservative,0.6369,0
libdem,0.6369,0
labour,0.3818,0
snp,0.3818,0
conservative,0.3818,0
conservative,0.3595,0
ukip,0.3595,0
conservative,0,-0.7269
labour,0,-0.6705
snp,0,-0.6705
conservative,0,-0.5574
labour,0,0
snp,0,0
conservative,0,0
labour,0,0
ukip,0,0
labour,0,-0.5267
snp,0,-0.5267
labour,0.3612,0
conservative,0.3612,0
labour,0,-0.0572
snp,0,0
conservative,0,-0.2411
labour,0,0
conservative,0,0
labour,0,0
conservative,0,0
labour,0.7269,0
snp,0.7269,0
snp,0,0
conservative,0,-0.7351
labour,0,0
ukip,0,0
labour,0,0
ukip,0.25,0
conservative,0,0
conservative,0,0
conservative,0,0
conservative,0,-0.5423
ukip,0,-0.5423
libdem,0,-0.2924
labour,0.8268,0
snp,0.8268,0
snp,0,0
conservative,0,0
snp,0,0
labour,0,-0.3089
libdem,0,-0.4588
labour,0,0
labour,0,0
conservative,0,0
libdem,0.3167,0
labour,0,0
snp,0,0
libdem,0.3612,0
ukip,0.34,0
labour,0.8481,0
labour,0,0
snp,0,0
conservative,0,0
snp,0,-0.0572
conservative,0,-0.0572
labour,0,0
snp,0,0
labour,0.2732,0
conservative,0.2732,0
labour,0,-0.2382
conservative,0,-0.2382
snp,0,0
snp,0,0
snp,0.4404,0
labour,0,0
snp,0,0
labour,0,-0.4019
snp,0,-0.4019
conservative,0,-0.4019
labour,0.25,0
ukip,0.25,0
labour,0,-0.5994
snp,0,-0.5994
conservative,0,0
labour,0,0
snp,0,0
conservative,0,0
labour,0.6249,0
conservative,0.6249,0
labour,0,-0.8442
conservative,0,-0.8442
labour,0,0
labour,0,-0.296
snp,0,-0.296
labour,0,-0.8225
snp,0,-0.8225
conservative,0,-0.8225
labour,0.6249,0
conservative,0,-0.2263
labour,0,0
ukip,0,0
ukip,0,-0.8555
labour,0,-0.9231
snp,0,-0.9231
snp,0,-0.0572
conservative,0,-0.0572
snp,0.3612,0
labour,0,0
conservative,0,0
libdem,0,0
labour,0.3182,0
conservative,0.3182,0
labour,0,0
ukip,0,0
conservative,0.0516,0
libdem,0.0516,0
labour,0,-0.8052
labour,0,-0.0516
conservative,0,-0.4588
labour,0,0
ukip,0,0
labour,0,-0.4019
conservative,0,-0.4019
labour,0.6597,0
snp,0.6597,0
labour,0.5719,0
labour,0,-0.296
snp,0,-0.296
conservative,0,-0.296
labour,0.836,0
conservative,0.836,0
labour,0,-0.7717
labour,0,0
labour,0,-0.7717
labour,0.9075,0
conservative,0.9075,0
labour,0,-0.6566
labour,0.8479,0
labour,0,0
snp,0,0
conservative,0,0
conservative,0.0258,0
labour,0,0
snp,0,0
conservative,0,0
conservative,0.3612,0
labour,0.296,0
conservative,0.296,0
labour,0,-0.6801
snp,0,-0.6801
labour,0,-0.3612
conservative,0.2023,0
labour,0,0
snp,0,0
labour,0.5859,0
labour,0,0
snp,0,0
conservative,0,0
conservative,0,-0.4939
conservative,0,-0.5095
labour,0,0
conservative,0,0
labour,0,-0.0613
snp,0,-0.0613
conservative,0,-0.0613
ukip,0,-0.0613
labour,0.1531,0
conservative,0.1531,0
libdem,0.1531,0
labour,0,0
snp,0,0
conservative,0,0
labour,0,-0.4019
snp,0,-0.4019
snp,0.3612,0
conservative,0.3612,0
snp,0,0
labour,0,-0.4588
labour,0.7345,0
conservative,0.5719,0
labour,0.6249,0
conservative,0.6249,0
labour,0,0
snp,0,0
conservative,0,0
libdem,0,-0.1027
snp,0.5302,0
snp,0.7668,0
labour,0.1531,0
conservative,0.1531,0
libdem,0.1531,0
labour,0,-0.4588
snp,0,-0.4588
conservative,0,-0.4588
snp,0,0
conservative,0,0
snp,0.3182,0
labour,0.3612,0
snp,0.3612,0
ukip,0.3612,0
libdem,0.3612,0
labour,0,0
conservative,0,0
ukip,0,0
libdem,0,0
labour,0,-0.296
snp,0,-0.296
conservative,0,-0.296
labour,0.8737,0
conservative,0.8737,0
snp,0,0
labour,0.168,0
labour,0,0
conservative,0,0
ukip,0,0
labour,0,0
conservative,0,0
ukip,0,0
labour,0,0
conservative,0,0
labour,0,0
ukip,0,0
labour,0,-0.2057
snp,0,-0.2057
conservative,0,-0.2057
libdem,0,-0.6486
labour,0,0
snp,0,0
conservative,0,0
labour,0,-0.3612
libdem,0.1027,0
labour,0.623,0
labour,0.2023,0
snp,0,-0.3818
conservative,0,-0.3818
